timestamp,adservice-64dd5464b8-njz96,cartservice-c96c85b55-9v2kt,checkoutservice-dcf4c5c7b-cqpzd,currencyservice-8fdf6cf9d-8zlx2,emailservice-7fd5f66d9d-pn94r,frontend-759775d795-97pzx,paymentservice-66c65775b-8tp7v,productcatalogservice-c4cfd98fb-52hf5,recommendationservice-b5b5bfc56-sl4nf,redis-cart-6899b65948-t4dgl,shippingservice-5dcc4d7bd-gsbz6
1779958959,0.020278764963996186,0.015031109083619307,0.0026099183438988843,0.0666439630170743,0.010067290628356228,0.3010070528524015,0.005553011910408712,0.0026853784137570802,0.014066711254656382,0.00602391759917884,0.004017389002341587
1779958964,0.020278764963996186,0.014410324434880824,0.0026288918798052898,0.04943328979664475,0.010499450465554165,0.3010070528524015,0.005553011910408712,0.002653896773772424,0.013987477838517547,0.006408324165561606,0.004382904587319287
1779958969,0.018657774239121076,0.014410324434880824,0.0026067049753478117,0.04943328979664475,0.010499450465554165,0.3010070528524015,0.0058086034777054575,0.002653896773772424,0.013795302250463637,0.006408324165561606,0.004382904587319287
1779958974,0.018657774239121076,0.014410324434880824,0.0026067049753478117,0.04943328979664475,0.010499450465554165,0.3010070528524015,0.0058086034777054575,0.002653896773772424,0.013795302250463637,0.006408324165561606,0.004382904587319287
1779958979,0.018657774239121076,0.014410324434880824,0.0026067049753478117,0.04943328979664475,0.010499450465554165,0.3010070528524015,0.0058086034777054575,0.002653896773772424,0.013795302250463637,0.006408324165561606,0.004382904587319287
1779958984,0.018657774239121076,0.014410324434880824,0.0026067049753478117,0.04943328979664475,0.010499450465554165,0.3010070528524015,0.0058086034777054575,0.002653896773772424,0.013795302250463637,0.006408324165561606,0.004382904587319287
1779958989,0.018657774239121076,0.014410324434880824,0.0026067049753478117,0.04943328979664475,0.010499450465554165,0.3010070528524015,0.0058086034777054575,0.002653896773772424,0.013795302250463637,0.006408324165561606,0.004382904587319287
1779958994,0.018657774239121076,0.014410324434880824,0.0026067049753478117,0.04943328979664475,0.010499450465554165,0.3010070528524014,0.0058086034777054575,0.002653896773772424,0.013795302250463637,0.006408324165561606,0.004382904587319287
1779958999,0.018657774239121076,0.014410324434880824,0.0026067049753478117,0.04943328979664475,0.010499450465554165,0.3010070528524014,0.0058086034777054575,0.002653896773772424,0.013795302250463637,0.006408324165561606,0.004382904587319287
1779959004,0.018657774239121072,0.014410324434880824,0.0026067049753478117,0.04943328979664475,0.010499450465554165,0.3010070528524014,0.0058086034777054575,0.002653896773772424,0.013795302250463637,0.006408324165561606,0.004382904587319287
1779959009,0.018657774239121072,0.014410324434880824,0.0026067049753478117,0.04943328979664475,0.010499450465554165,0.3010070528524014,0.0058086034777054575,0.002653896773772424,0.013795302250463637,0.006408324165561606,0.004382904587319287
1779959014,0.018657774239121072,0.013866765282684948,0.0024065671062123446,0.04943328979664475,0.010618115073578958,0.3102675126609451,0.005535822553548222,0.002627905952638994,0.01282878069336858,0.006344116373490926,0.004321155459582037
1779959019,0.01655331373027503,0.013866765282684948,0.0023197954366174136,0,0.010694577903065203,0.31432009803031224,0.006135028579065392,0.002627905952638994,0.013571588290866944,0.006612744234036403,0.004409993460480072
1779959024,0.012861812130474328,0.013376303113181366,0.0024538393057451048,0,0.010694577903065203,0.3667190130549662,0.0061963620804818065,0.0024572322134714547,0.013571588290866944,0.006612744234036403,0.0043597923351134105
1779959029,0.012861812130474328,0.013376303113181366,0.0024538393057451048,0,0.010694058863679136,0.3667190130549662,0.0061963620804818065,0.0024572322134714547,0.013571588290866944,0.0065957503722171885,0.0043597923351134105
1779959034,0.012861812130474328,0.013376303113181366,0.0024538393057451048,0,0.010694058863679136,0.3667190130549662,0.006196362080481807,0.0024572322134714547,0.013571588290866944,0.0065957503722171885,0.0043597923351134105
1779959039,0.012861812130474328,0.013376303113181366,0.0024538393057451048,0,0.010694058863679136,0.3667190130549662,0.006196362080481808,0.0024572322134714547,0.013571588290866944,0.0065957503722171885,0.0043597923351134105
1779959044,0.012861812130474328,0.013376303113181366,0.0024538393057451048,0,0.010694058863679136,0.3667190130549662,0.006196362080481808,0.0024572322134714547,0.013571588290866944,0.0065957503722171885,0.0043597923351134105
1779959049,0.012861812130474328,0.013376303113181366,0.0024538393057451048,0,0.010694058863679136,0.3667190130549662,0.006196362080481808,0.0024572322134714547,0.013571588290866944,0.0065957503722171885,0.0043597923351134105
1779959054,0.012861812130474328,0.013376303113181366,0.0024538393057451048,0,0.010694058863679136,0.3667190130549662,0.006196362080481808,0.0024572322134714547,0.013571588290866944,0.0065957503722171885,0.0043597923351134105
1779959059,0.012861812130474328,0.013376303113181366,0.0024538393057451048,0,0.010694058863679136,0.3667190130549662,0.006196362080481808,0.0024572322134714547,0.013571588290866944,0.0065957503722171885,0.0043597923351134105
1779959064,0.012861812130474328,0.013376303113181366,0.0024538393057451048,0,0.010694058863679136,0.3667190130549662,0.006196362080481808,0.0024572322134714547,0.013571588290866944,0.0065957503722171885,0.0043597923351134105
1779959069,0.01294332594567484,0.013376303113181366,0.002306371094900098,0,0.010694058863679136,0.3667190130549662,0.006196362080481808,0.0024572322134714547,0.013571588290866944,0.006606588036374367,0.0043597923351134105
1779959074,0.01294332594567484,0.0131583827067093,0.0024328127703023335,0,0.010097210016869022,0.3667190130549662,0.006196362080481808,0.0024572322134714547,0.013816991624438208,0.006606588036374367,0.004370577052184698
1779959079,0.011330046390023649,0.012241702387312425,0.0024330556690163436,0,0.010054205404709934,0.3720274651948492,0.006368778122760559,0.002269317442245129,0.013089078461075272,0.006672839694733999,0.004399201190427689
1779959084,0.011670472718933426,0.01240687700317309,0.002389355237286826,0,0.010798539161962844,0.3757470081558284,0.006558426840947431,0.002492843728386924,0.013913293857736372,0.006723810615078694,0.004538439008938203
1779959089,0.011670472718933426,0.01240687700317309,0.002389355237286826,0,0.010798539161962844,0.3757470081558284,0.006562008087415323,0.002492843728386924,0.013913293857736372,0.006723810615078694,0.004538439008938203
1779959094,0.011670472718933426,0.01240687700317309,0.002389355237286826,0,0.010798539161962844,0.3757470081558284,0.006562008087415323,0.002492843728386924,0.013913293857736372,0.006723810615078694,0.004538439008938203
1779959099,0.011670472718933426,0.01240687700317309,0.002389355237286826,0,0.010798539161962844,0.3757470081558284,0.006562008087415323,0.002492843728386924,0.013913293857736372,0.006723810615078694,0.004538439008938203
1779959104,0.011670472718933426,0.01240687700317309,0.002389355237286826,0,0.010798539161962844,0.3757470081558284,0.006562008087415323,0.002492843728386924,0.013913293857736372,0.006723810615078694,0.004538439008938203
1779959109,0.011670472718933426,0.01240687700317309,0.002389355237286826,0,0.010798539161962844,0.3757470081558284,0.006562008087415323,0.002492843728386924,0.013913293857736372,0.006723810615078694,0.004538439008938203
1779959114,0.011670472718933426,0.01240687700317309,0.002389355237286826,0,0.010798539161962844,0.3757470081558284,0.006562008087415323,0.002492843728386924,0.013913293857736372,0.006723810615078694,0.004538439008938203
1779959119,0.011670472718933426,0.01240687700317309,0.002389355237286826,0,0.010798539161962844,0.3757470081558284,0.006562008087415323,0.002492843728386924,0.013913293857736372,0.006723810615078694,0.004538439008938202
1779959124,0.011670472718933426,0.01240687700317309,0.002389355237286826,0,0.010798539161962844,0.3757470081558284,0.006562008087415323,0.002492843728386924,0.013913293857736372,0.006723810615078694,0.004538439008938202
1779959129,0.011670472718933426,0.01240687700317309,0.002389355237286826,0,0.010798539161962844,0.3757470081558284,0.006562008087415323,0.002492843728386924,0.013913293857736372,0.006723810615078694,0.004538439008938202
1779959134,0.010841524872413313,0.011673416722318627,0.002389355237286826,0,0.010798539161962844,0.37648614674379577,0.006562008087415323,0.002492843728386924,0.01387156119844456,0.00624005944948812,0.0045992240695491085
1779959139,0.011338846068112174,0.01049928516996601,0.002480543436507227,0.01254932333442582,0.010862035802991945,0.375009384347914,0.006574232020983295,0.002590525181913237,0.013055796543729084,0.00618405974297994,0.0045992240695491085
1779959144,0.011338846068112174,0.011497255089327437,0.0022983519906575075,0.015676481648615917,0.01086542182216755,0.3730029440874064,0.0064874718526548095,0.002646013210150533,0.013939562184945024,0.006712471599589782,0.0046051192021726445
1779959149,0.011052939082992699,0.011497255089327437,0.0024501328270663224,0.015676481648615917,0.01086542182216755,0.3730029440874064,0.0064874718526548095,0.002646013210150533,0.014058230027304162,0.006712471599589782,0.0046051192021726445
1779959154,0.011052939082992699,0.011497255089327437,0.0024501328270663224,0.015676481648615917,0.01086542182216755,0.3730029440874064,0.0064874718526548095,0.002646013210150533,0.014058230027304162,0.006712471599589782,0.0046051192021726445
